Id,Text,Label
1208,LEBAK. Ijin Usaha Peternakan belum diproses oleh Dinas Peternakan,0
1209,Prengaduan Mahalnya Tiket Kapal,0
1210,Peningkatan Sistem Administrasi ASDP,0
1211,Penolakan Sertifikat Tanah BPN Merauke,0
1212,Kepastian Pencairan TPG,0
1213,Cara Mengurus NRG Secara Manual,0
1214,Dana Masyarakat,0
1215,Pengurusan Lembar Verifikasi Hasil Penangkapan Ikan,0
1216,Blangko Ktp,0
1217,Alamat Kantor Dinas Pertanian,0
1218,di buat Zona Selamat Sekolah agar bisa mengurangi resiko kecelakaan di jalan raya,0
1219,Kendala dalam Menaiki Kapal,0
1220,Penggunaan Alat Tangkap Yang Dilarang,0
1221,Minta bantuan,0
1222,di depan rumah saya setiap pagi tetangga saya pak bambang membakar sampah,0
1223,Berita hoax atau bukan,0
1224,Penyemprotan Disinfektan Di Rumah Warga,0
1225,Permohonan informasi,0
1226,Minta syarat Dtks,0
1227,Kerumunan Ramai Saat Akan Berbuka Puasa,0
1228,Kepada pihak yang berwewenangSaya mau laporkan bahwa di kantor kelurahan BALLAPARANG kota MakassarTidak menerima layanan publik di hari kerja dengan alasan masih pandemiSy bertujuan mengurus BLT akibat phk dari kantorSudah ada surat dari rt dan rw namun di tolak dengan alasan bukan dikelurahan tempatnyaMohon di tindak pak,0
1229,Pelanggaran Social Distancing,0
1230,Minta Dibuatkan Kartu Sehat Untuk Keluarga Saya Yang Akan Melahirkan,0
1231,Penyediaan Jaringan Internet Di Ruang Publik,0
1232,Bantuan Sosial,0
1233,"Pupus, Ngebel",0
1234,Imunisasi,0
1235,Tolong Ditinjau Kembali Data Bantuan Dana Sosial,0
1236,Fasilitas Pendidikan Yang Belum Di Nikmati Oleh Masyarakat Pegunungan Seram Utara,0
1237,Kartu Keluarga Sejahtera,0
1238,"Jalur Penyebrangan Galala - Namlea Kota Ambon, Asdp",0
1239,Pembagian Bansos Tidak Tepat Sasaran,0
1240,Pengaduan Pengurusan Sertipikat Yg Hilang,0
1241,Laporan Nengenai Kasus Kekerasan Terhadap Perempuan,0
1242,Layanan Penyeberangan Expres Bakauheni,0
1243,Informasi Uji Klinis Vaksin Covid-19,0
1244,Permohonan Tracing Penyebaran Covid-19 Di Ponpes,0
1245,corona,0
1246,Hajatan Saat Covid,0
1247,bantuan sosial,0
1248,"Sampah Di Bawah Jembatan Danyang, Desa Sukosari, Ponorogo",0
1249,Air Pdam Mati,0
1250,Tidak Pernah Mendapat Bansos,0
1251,Tidak Pernah Dapat Bansos/pkh Apapun Itu,0
1252,Apoteker & Asisten Apoteker Yang Berhak Mendapatkan Insentif Covid-19,0
1253,Informasi di Masa Adaptasi Kebiasaan Baru,0
1254,Penjualan Miras Secara Online,0
1255,Dana Blt Dd Bulan Oktober Dan November Belum Disalurkan,0
1256,"Seperti Blibli, Tokopedia Membuka Akses Penjualan Miras Online",0
1257,Pasar Bunga Madiun,0
1258,Titik Tempat Pembuangan Sampah,0
1259,Lampu Jalan Mati Di Simpang Tiga Padang Ribu-Ribu,0
1260,"Tindak Pelanggaran Masif, Terstruktur, Sistematis Oleh Kandidat No Urut 3 Pilkada Bandar Lampung, Kpu Dan Bawaslu Jgn Gentar Tunjukkan Marwahmu...!!!!",0
1261,Warga Lama Yang Sudah Mampu Masih Menerima Bantuan Secara Tunai Atau Non Tunai,0
1262,Laporan adanya Dugaan Pengeboman Ikan (Destructive Fishing),0
1263,Maraknya Penyelundupan Sepatu Bekas Ke Sumatra Sangat Merugikan Penjual Sepatu Baru,0
1264,Keluhan Warga Terkait Lambannya Respon Dan Tidak Tegasnya Pemerintah Daerah Serta Berlarut - Larutnya Proses Penyelesaian Permintaan Pembongkaran Pagar Panel Beton Yang Menutup Akses Jalan Umum Masyarakat Dan Meminta Tidak Ada Lagi Penambahan Pemakaman Baru,0
1265,Keindahan Lingkungan,0
1266,Status Terdaftar Di Kemendikbud,0
1267,"adanya pembuangan limbah di Dumoga, Sulawesi Utara",0
1268,Keributan Di Jalan Umum,0
1269,"Laporan Masyarakat adanya jual beli Telur Penyu di Pasar bungi Kecamatan Lembang, Kabupaten Pinrang, Sulawesi Selatan",0
1270,Harga Tarif Bis Bima Suci Jurusan Merak - Bekasi Tidak Wajar,0
1271,Suara Bising,0
1272,Tugas Kepala Desa Melebihi Wewenang Dan Kesewenang Wenangan,0
1273,dugaan adanya kegiatan destructive fishing di Bolaang Mongondow utara,0
1274,Layanan Ptsp Kementerian Lingkungan Hidup Dan Kehutanan,0
1275,Penunggakan Subsidi Ovo Alumni Pelatihan Kipan Jawa Tengah 2021 Kemenpora Jawa Tengah,0
1276,Bpnt,0
1277,Kecurangan Dalam Penerimaan Bansos,0
1278,Penolakan Permohonan Manual Kartu Garansi,0
1279,Data Sertifikasi,0
1280,Lapor Kecurangan Bansos,0
1281,"laporan pengaduan secara langsung oleh masyarakat tentang penambangan pasir di Jiko Belanga, Bolaang Mongondow Timur",0
1282,laporan masyarakat tentang adanya penyu hijau yang terjaring di salah satu pukat milik nelayan Desa Tinakin Laut,0
1283,Pendaftaran Npb Asam Sulfat,0
1284,Toilet Bayar,0
1285,jalan rusak,0
1286,Bedah Rumah,0
1287,Banjir Berkepanjangan,0
1288,Bantuan Bedah Rumah,0
1289,Program Bedah Rumah,0
1290,Warga Yang Mampu Ekonominya (Kaya) Ternyata Menerima Bantuan Sosial Pbi,0
1291,Acara Tayangan Tv Nasional Menampilkan Pengunanan Alat Setrum Ikan,0
1292,Pengambilan Bst Dan Blt Migor Bukan Penerimanya(Nama Yang Bersangkutan)Atau Ahli Warisnya,0
1293,Pengaduan Pln,0
1294,Warung Mie Berisik,0
1295,Kisruh Penyeberangan Ketapang Banyuwangi - Lembar Ntb,0
1296,Jalan Longsor Dan Rusak,0
1297,Kebijakan Dzolim Semena-Mena Plt. Sekretaris Disperkim Kota Samarinda Terhadap Gaji Pttb Dan Ptth,0
1298,Penggunaan Keuangan Desa Yang Tidak Tepat,0
1299,Kurang Baiknya Pelayanan Kesehatan Di Rsud,0
1300,Rtlh Di Abaikan Pemerintah Pasuruan,0
1301,Pengaduan Pln,0
1302,Pengaduan Pln,0
1303,Pengaduan Pln,0
1304,Ingin Tau Ppid,0
1305,Tuntutan Warga Masyarakat Pemalang Kepada Bupati Untuk Mengembalikan Slogan Ikhlas Pada Gapura Ikonik Di Gandulan,0
1306,Nama Kartu Keluarga Sejahtera Berbeda Di Ktp,0
1307,Permohonan Pemasangan Penerangan Jalan,0
1308,Penyalahgunaan Wewenang Dan Permohonan Untuk Pemprov Jatim,0
1309,Jalan Tak Layak Di Perumahan,0
1310,Informasi Kementerian/Lembaga Pemerintah Yang Dapat Menekan/Memerintah Secara Langsung Kementerian Sosial,0
1311,Perihal Orang Dalam Gangguan Jiwa (ODGJ),0
1312,Pelayanan Puskesmas Imogiri 2,0
1313,Gagal Panen Karena Tikus,0
1314,Permohonan Data Area Internet Gratis,0
1315,Sengketa Tanah Kampung Serab Kelurahan Tirtajaya Kota Depok,0
1316,Merubah Data Di Kemensos,0
1317,Arogansi Kepala Sekolah Sma 1 Lingga Bayu Mandailing Natal Yang Tidak Mau Mengeluarkan Data Anak Yang Sudah Tidak Bersekolah Di Sekolah Tersebut Dari Dapodik Tanpa Alasan Yang Jelas,0
1318,Bantuan Bansos Hilang,0
1319,Bantuan Sosial,0
1320,Ketidak Jelasan Kinerja Bpn,0
1321,Komplain Perumnas Parayasa,0
1322,Pengaduan masyarakat melalui media sosial Twitter akun @LaudeMSyarif tanggal 13 Agustus 2022 terkait penambangan terumbu karang oleh PT. Bhineka Manca Wisata (BMW),0
1323,Tutup Manhole Saluran Air Balongsari Giii Roboh,0
1324,PENGADUAN TOWER BTS DI METRO UTARA,0
1325,Pengaduan Bansos,0
1326,Permohonan Informasi Pencairan Honoraium Gtt Ptt,0
1327,Pelayanan Skck Polda Jatim,0
1328,Jembatan Penghubung Sukawangi Desa Sukamekar - Babelan,0
1329,Jalan Pengasinan Raya Selalu Banjir Saat Hujan,0
1330,Rsud Cilacap,0
1331,Permohonan Bantuan,0
1332,Laporan Pengaduan,0
1333,Banjir,0
1334,Lapor Nama Terdaftar Banson Padahal Tidak Menerima Bantuan,0
1335,Selalu Gagal Daftar Prakerja Karna Nik Terdaftar Bansos Padahal Tidak Menerima Bantuan,0
1336,Pengaduan Penginapan Kartika Candra Gilimanuk Yang Tidak Berattittude,0
1337,Hukum Mendirikan Bangunan Diatas Sungai,0
1338,Jalan Rusak Dan Tidak Ada Lampu Jalan Masuk Dusun Suka Menang Desa Way Layap,0
1339,"Permintaan Perbaikan Jalan Desa Untuk Dilakukan Pengecoran/Pengaspalan (Di Jalan Mede Raya , Sukamekar ,Kec. Sukawangi , Kab. Bekasi , Jabar",0
1340,Masjid Raya Sheikh,0
1341,Kekerasan Di Masjid,0
1342,Jalan Rusak,0
1343,Kepala Bpn Deli Serdang,0
1344,Nomor Induk Kependudukan Di Catut Parpol Tanpa Se Pengetahuan Pemilik Nik,0
1345,Lambatnya Hasil Visum Di Rsup Tanjungpinang,0
1346,Jam Operasional Pasar Tumpah Melewati Ketentuan,0
1347,Jalur Pejalan Kaki Pemalang,0
1348,Tunjangan Sertifikasi Tidak Dibayar Operator Simbar Kabupaten Ketapang Provinsi Kalimantan Barat,0
1349,Aduan Atas Seleksi Pppk Pemerintah Kab. Brebes Tahun 2022,0
1350,Jalan Ps Kemis Macet Setiap Jam Pulang Pergi Kantor,0
1351,Lampu Jalan Mati Di Perumahan Villa Halaban Indah,0
1352,Pungli Daftar Nikah Di Kua Kecamatan Tajurhalang Bogor Jawa Barat,0
1353,Jalan Berlubang,0
1354,"Apresiasi Setinggi-Tingginya Untuk Dinas Pendidikan Kab. Ketapang, Provinsi Kalimantan Barat",0
1355,Program Ptsl Atau Prona Di Wilayah Lampung Selatan,0
1356,Sebagian Warga Oku Kesulitan Mendapat Air Bersih,0
1357,Kabel Internet,0
1358,Penambahan Pompa Air,0
1359,Tempat Pembuangan Sampah Ilegal Di Pinggir Jalan Meresahkan Warga,0
1360,Pembakaran Sampah Mengakibatkan Polusi Udara Di Daerah Padat Penduduk.,0
1361,Masyarakat Membuang Sampah Di Depan Sdn 08 Pontianak Selatan,0
1362,Desakan Pembangunan Stadion Sultan Hasanuddin,0
1363,Jalan Pantura Cikampek S.d. Karawang Rusak,0
1364,Jalan Utama Amblas Tidak Kunjung Diperbaiki,0
1365,Jalan Utama Tapi Seperti Kubangan Sawah,0
1366,Banjir Kalipecabean,0
1367,Usaha Bengkel Las Di Lingkungan Rumah Tinggal,0
1368,Dinsos Kedai Selingkuh,0
1369,Usaha Bengkel Las Di Lingkungan Tempat Tinggal,0
1370,Permintaan informasi tentang pengujian lab untuk komoditi bibit kerapu tujuan Jakarta melalui grup WA,0
1371,Kontak Layanan Dukcapil Kab Cirebon,0
1372,Permohonan Surat Keabsahan Akta Kelahiran,0
1373,Pengaduan atas dugaan pelanggaran kegiatan PT. Kelompok Delapan Indonesia,0
1374,Terdaftar Pkh Tapi Kartu Tidak Di Berikan Kepada Saya,0
1375,Perbaikan jalan perumahan yang rusak parah di Perumahan Andi Caco Residence 2 Tamalakko,0
1376,Masalah E-Ktp,0
1377,Dana Bantuan Tidak Masuk Ke Rekening,0
1378,Pembangunan Jembatan Sungai Kapuas Di Sungai Ayak,0
1379,Pengajuan Bantuan/Subsidi Kenaikan Iuran Sampah Dampak Dari Perbub Sidoarjo No 116 Tahun 2022.,0
1380,Lampu Penerangan Jalan Sudah Lama Mati,0
1381,Buku Di Katalog Sering Tidak Ada Di Rak Buku,0
1382,Jalan Rusak,0
1383,Dikeluhkan Pemasangan Tiang di Komplek Belitung Permai Jalan Belitung Darat,0
1384,Air Pdam Yg Tidak Layak Pakai,0
1385,Pkl Depan Rumah,0
1386,Pelayanan pasien,0
1387,Pkl Kokrosono,0
1388,Jalan Andong Ubud Yang Berlubang,0
1389,Penambangan Secara Ilegal,0
1390,Revitalisasi Alun-Alun Moga,0
1391,Adanya Illegal Logging,0
1392,Permintaan vaksinasi rabies,0
1393,permintaan vaksinasi PMK (penyakit mulut dan kuku) pada sapi,0
1394,"Permohonan Pengaspalan Jalan Mars 10, Komp Bintang Metropol, Kel Perwira, Kec Bekasi Utara, Kota Bekasi",0
1395,Permintaan eliminasi anjing galak,0
1396,Permasalahan Perekrutan TPM Tahun Anggaran 2023,0
1397,Permohonan Eleminasi Anjing,0
1398,Permohonan Tindak Lanjut Kasus Gigitan Anjing,0
1399,Mohon Informasi Tentang Vaksin Anjing Dan Operasi Sterilisasi Rahim Anjing,0
1400,Permohonan eleminasi anjing,0
1401,Permohonan Vaksinasi PMK ternak sapi,0
1402,Permohonan tindak lanjut Kasus gigitan anjing di br kebek desa puhu,0
1403,Pilar Gapura Jl. Tangkuban Parahu Pintu Utara Harus Dibongkar,0
1404,Pemberian Pensiunan Pppk Dan Mutasi Pppk,0
1405,Pemberian Pensiunan Pppk Dan Mutasi Pppk,0
1406,Permintaan Informasi Syarat Pindah Jabatan Dalam 1 Lingkup Kerja,0
1407,Kembalikan Aliran Pdam Di Rusunawa Pucang,0
1408,Penerbitan Akta Kelahiran,0
1409,Kapan Lampu Jalan Di Ftz Karimun Terang Kembali,0
1410,Penebangan Pohon Pinggir Jalan Kabupaten Tepatnya Di Desa Martopuro Kecamatan Purwosari,0
1411,Meminta Barcode Guna Mendaftar Ktp Digital Di Aplikasi Identitas Kependudukan Digital,0
1412,Pungli Di Dir Lantas & Samsat Aceh,0
1413,"Kesalahan Dalam Melaksanakan Evaluasi Dan Penyimpangan Terhadap Ketentuan Dan Prosedur Yang Diatur Dalam Peraturan Presiden Nomor 16 Tahun 2018 Tentang Pengadaan Barang/Jasa Pemerintah Beserta Perubahannya, Aturan Turunannya Dan Ketentuan Yang Telah Ditetapkan Dalam Dokumen Pemilihan",0
1414,Masyarakat Oku Kekurangan Distribusi Air Bersih Dari Pdam,0
1415,Renovasi Pelabuhan Bongkar Muat Malarko,0
1416,"Pencurian Sepeda Motor Di Desa Karangsono, Kecamatan Sukorejo, Kabupaten Pasuruan",0
1417,Potensi Rusuh Dan Konflik Horisontal Alun2 Pklg,0
1418,Jalan Rusak Dan Tergenang Air,0
1419,Permohonan Perbaikan Sarana Taman Bermain Anak Di Depan Kantor Dprd Kab. Tangerang Tigaraksa,0
1420,Pendaftaran Balik Nama Waris Di Bpn Kabupaten Mojokerto Tak Kunjung Selesai,0
1421,Jalan Berlubang Lubang Di Wilayah Arah Turen Ke Wajak,0
1422,Pengaduan pelayanan,0
1423,pengaduan pelayanan,0
1424,Jalan Parung Desa Balokang Rusak Parah Dan Tidak Perna Di Perbaiki,0
1425,Bansos,0
1426,Penutupan Akses Jalan Warga Di Jalan Setia RT 28,0
1427,Mohon Informasi Jadwal Dan Syarat Untuk Mendaftar Sekolah (Ppdb) Kabupaten Tangerang,0
1428,Penerimaan Siswa Baru Tahun 2023,0
1429,Pencairan Pip Kelas 7,0
1430,Permintaan Informasi,0
1431,Umk Jatim,0
1432,Situs Anda Disusupi Promo Judi Online,0
1433,Permohonan vaksinasi rabies,0
1434,Login Akun Belajar.id,0
1435,LPJU Mati,0
1436,Lurah Pondok Karya,0
1437,Tindaklanjut Setiap Pengaduan Lambat,0
1438,"Kepala Desa Mesum,Ketauan Pihak Media, Dipublikasikan, Pemberitaan Dijadikan Bahan Lp",0
1439,Penilaian Angka Kredit (PAK) IV/b Ke Atas,0
1440,Data PTK/ Data Pokok Pendidikan,0
1441,Lahan Pertanian Kami Di Klim Pt Fsl,0
1442,Iuran Pensi,0
1443,Alfamart Dan Indomaret Di Kab. Hsu,0
1444,Terdapat Beberapa Orang Yang Tidur Dan Buang Hajat Sembarangan,0
1445,Pendaftaran Di Smk Ditolak,0
1446,Upah Kerja,0
1447,Pohon Besar Di Kota,0
1448,Pembangunan Ruko Tanpa Izin Diatas Tanah Konsolidasi,0
1449,"Petugas Tida Ada, Dokumen Dihilangkan Petugas, Dan Tidak Memberikan Dokumen Beserta Ktp Saya Sesuai Janji",0
1450,Suplai Air Pdam,0
1451,Pengaduan Obat Sirup,0
1452,Melaporkan penjualaninfus whitening,0
1453,Pengaduan pengecekan produk pampers oleh BPOM,0
1454,Ada Yang Rental Karaoke Di Pasar Sehingga Menggangu Kita Saat Berdagang,0
1455,Pungli,0
1456,tidak ada petunjuk alur pelayanan,0
1457,Pengiriman Obat dari Belanda,0
1458,Dugaan Pengutan Liar Uang Operasional Pps Di Kabupaten Aceh Utara,0
1459,Pemblokiran Jalan,0
1460,Tentang Layanan Rsud Ulin Kalimantan Selatan,0
1461,SKCK,0
1462,SIM,0
1463,SPKT,0
1464,Bantuan Renovasi Rumah,0
1465,Dimana Untuk Pembuatan Krk,0
1466,Minimnya Pencahayaan Di Jalan Ks Tubun Rembang,0
1467,JALAN RUSAK,0
1468,JALAN RUSAK,0
1469,Penangkapan Ikan Dengan Racun Apotas Di Sluke,0
1470,Lapor Ketidakjelasan Sertifikat Tanah,0
1471,Hasil Pengadunan Yang Tidak Sesuai Kondisi Lapangan,0
1472,Harga Gas Elpiji 3 Kg,0
1473,Pengaduan,0
1474,Jalan Rusak Di Kecamatan Rasau Jaya Kabupaten Kubu Raya,0
1475,Website Pemerintah Pontianak Error,0
1476,Penerangan Jalan Mati,0
1477,"Bantuan Pip , Pungli Bantuan Pip , Pemotongan Bantuan",0
1478,Kelangkaan Gas 3Kg,0
1479,Lampu Pju Mati,0
1480,Website Pemerintah Di Retas,0
1481,Aktifitas Membuang Sampah Sembarangan Di Pemukiman,0
1482,Link Pemerintah Telah Di Retas,0
1483,Link Pemerintah Di Retas,0
1484,Link Pemerintah Di Retas,0
1485,permintan update email,0
1486,"Masyarakat Kesulitan Mendapatkan Bbm Di Spbu Muara Labuh Solok Selatan,",0
1487,Parkir Mobil Pribadi Di Jalanan Umum,0
1488,Pembangunan Dg Izin Wako Tapi Tidak Sesuai Aturan,0
1489,Sampah Menyumbat Sungai,0
1490,Jalan Rusak,0
1491,Bayar Eskul Sd Negri,0
1492,Test Bimtek Kaltim Jumlah Orang Utan,0
1493,Perambahan Kawasan,0
1494,Penerangan Jalan,0
1495,Pelayanan Puskesmas Barong Tongkok,0
1496,Pelayanan Puskesmas Barong Tongkok,0
1497,Anak Jalanan Yang Meresahkan,0
1498,Pembakaran Limbah,0
1499,"Topup Emoney Di Odeo (Bilangnya Sudah Sukses, Ternyata Sampai Saat Ini Masih Belum Masuk Saldo Topupnya)",0
1500,Informasi Perijinan Perumahan,0
1501,proses pembangunan gudang di lahan hijau,0
1502,Setahun Resign Honor Tidak Terselesaikan,0
1503,Pajak Adat Atau Lapak Pedagang Kaki Lima Yang Tinggi,0
1504,Pajak Distribusi Daerah Atau Uang Adat,0
1505,Harga gas LPG 3kg mahal,0
1506,Pengajuan Bantuan PKH,0
1507,Informasi Kerjasama Dengan Bpbl Ambon,0
1508,Pungli Dan Kolusi Di Pasar Pagi Ketapang 2 Darul Imarah Aceh Besar,0
1509,laporan pemutusan suplai distribusi air,0
1510,Pengaduan PKL,0
1511,Pelayanan Kanim Yogyakarta pada Hari Kemenkumham 2023,0
1512,Bedah Rumah,0
1513,JALAN RUSAK,0
1514,Lampu Penerangan Jalan Umum,0
1515,Perbaiki Kinerja Samsat Jateng Baik Di Online Maupun Offline,0
1516,Kurangnya Penerangan Jalan,0
1517,Laporan Masyarakat a.n. Sdr. Sumardin Moohulao terhadap Izin Usaha PT. Transit Logistik Anggrek,0
1518,LPJU Padam belum diperbaiki,0
1519,Peserta Bpjs Masih Harus Bayar Kontrol Di Puskesmas,0
1520,Banyak Pungli Di Sekolah,0
1521,Penebangan Pohon Tinggi Di Kampung Sasirangan Jalan Seberang Mesjid,0
1522,Laporan Tidak Di Tindak Lanjuti Oleh Dinas Koperasi Ukm Dan Perdagangan Aceh Besar,0
1523,Jalan Rusak Tidak Diperbaiki.,0
1524,Gaji Ditahan Oleh Cv.segoro Kidul Pasuruan,0
1525,Respon Kepada_Atasan_Penyidik,0
1526,Pelayanan Samsat,0
1527,Pelayanan Samsat,0
1528,Pelayanan Samsat,0
1529,Pelayanan Samsat,0
1530,Pelayanan Cek Fisik Samsat,0
1531,MOTOR TERTUKAR,0
1532,Pelayanan dan Fasilitas Kantor Samsat,0
1533,Pelayanan Samsat,0
1534,Pelayanan Samsat,0
1535,Penanganan stunting,0
1536,PENANGANAN ORANG DALAM GANGGUAN JIWA (ODGJ),0
1537,Pelayanan,0
1538,Iuran Ilegas Sekolah Smp,0
1539,Ketidak Pedulian Pemerintah Desa Pasir Kecamatan Kronjo,0
1540,Trotoar,0
1541,Kesulitan Air Bersih,0
1542,Pelayanan Samsat,0
1543,Pelayanan Samsat,0
1544,Toilet Balaikota Tidak Terawat,0
1545,Pelayanan Samsat,0
1546,Pelayanan Samsat,0
1547,Laporan Tenaga Kesehatan Pusmesmas Tempursari,0
1548,Laporan Pemaksaan Pembayaran Sekolah,0
1549,"Tidak Adanya Aliran Air Pdam Dari Hari Senin 25/09/23 Sd 30/09/23 Di Rumah Saya Kabupaten Sukabumi,Desa Cisarua Kecamatan Nagrak",0
1550,Pelayanan Samsat,0
1551,Pelayanan Samsat,0
1552,Pelayanan Samsat,0
1553,Pelayanan Samsat,0
1554,Pelayanan Samsat,0
1555,Pelayanan Samsat,0
1556,Pelayanan Samsat,0
1557,Kebingungan dengan alur Pendaftaran Proses Pajak 5 Tahun/Ganti Plat,0
1558,Polisi Tidur Yang Membahayakan Pengguna Jalan,0
1559,Penyusunan Bronjong Kurang Rapi,0
1560,Laporan izin penelitian,0
1561,Pengaduan rekomendasi penelitian,0
1562,Perpanjangan Stnk 5 Tahun 1 Kali,0
1563,Bau Sampah,0
1564,Pengaduan Pegawai Kontrak An. Agus Dwi Hartanto,0
1565,Wisata Di Surakarta,0
1566,Tidak Ada Tindakan Pembersihan Sampah Yang Dilakukan Oleh Petugas Kebersihan,0
1567,Penambahan Alat Check In Pendafataran,0
1568,Layanan kamar bersalin,0
1569,Berikut sya lampirkan foto baliho rokok yg menutupi iklan kami,0
1570,Melamar Pekerjaan Tenaga Kesehatan,0
1571,Sinkronisasi Foto KTPEL,0
1572,Info Pelayanan Ktp,0
1573,Jalan Rusak dan berlubang,0
1574,Laporan Pungli Oleh Staff Kelurahan Mangunjaya,0
1575,Terkait Indikasi Pungli Di Satuan Pendidikan Sekolah Dasar,0
1576,mari menulis,0
1577,Permohonan Pengadaan Lampu Jalan,0
1578,Pengaduan Pelaksanaan Pembangunan Embung Kabupaten Semarang TA 2023 BBWS Pemali Juana,0
1579,Lampu Penerangan Jalan,0
1580,Indonesia UKM Expo di Myanmar,0
1581,Setiap Pagi Pasar Watesbelung Macet,0
1582,Gapura Kab. Pemalang Patah,0
1583,minta surat rujukan,0
1584,Air Minum Tidak Hidup 2 Bulan (Sept S.d Sekarang),0
1585,Dugaan Pungli Di Djnas Lingkungan Hidup Deli Serdang,0
1586,Bencana Alam Kekeringan,0
1587,Bencana Alam kekeringan,0
1588,Bencana Kekeringan,0
1589,Bencana Kekeringan,0
1590,Bencana kekeringan,0
1591,Bencana Kekeringan,0
1592,Bencana Kekeringan,0
1593,Warga Terlantar Oleh Keluarganya,0
1594,Bencana Kekeringan,0
1595,Bencana Kekeringan,0
1596,Banyak beredar Iklan Calo Perizinan PIRT,0
1597,IAgCVdvABNelNwsbgbvW,1
1598,GwwcJMGgoJ  cEqISER,1
1599,xeABzELdEsLHDGQbdDxp,1
1600,omPhNuiDcCXJtLrtFsvw,1
1601,QqyKOHRbIJjlUIvtRsLn,1
1602,RRrSLoumIhLHShQQHIbJ,1
1603,gYPQKctmFtFOZZRmLQOZ,1
1604,MAVzERXspFgmV brOIbN,1
1605,HQIeumTu kIpCfftCuoV,1
1606,KhhOZcYNlBSJkytuqCsc,1
1607,vDbEHPkdzdufvHoQHXgI,1
1608,CzoOFIMHIAgGOeKRpLUN,1
1609,y yELjjreSwpHQxCljsN,1
1610,Grxz puSsSDkkYIHdSsV,1
1611,OkNKNaQOloFzAFZXBPju,1
1612,jWSshFRuFewZiNK rmER,1
1613,JxvpfrMhsZlZeLisTDvT,1
1614,EtNcMPRlPpSWwEjgcVzO,1
1615,vu LmgobmgU MsnWWCls,1
1616,mJLnDkY EHgmDoyIOzZs,1
1617,YpkvolSFTtYlLLzQGlWh,1
1618,eajoDteyYakoobAkwLPe,1
1619,uLhJboGRTDbXbEUFjBKE,1
1620,rObWLv  JLsJfeGFqYAS,1
1621,vgemYQelemjFeNrIWgYt,1
1622,jmyHNboVtLPrxuZLxRAL,1
1623,OAGltyyUfuIczBbaiCIt,1
1624,mqq kpTgMM vzPGqMWon,1
1625,HSrj uBRwAJuNOqhDchs,1
1626,vzhmXOoeiFiVqZzhMFom,1
1627,cesHLFgSfwKckPJkxxvP,1
1628,JPFGKCDtcoivOrDIqwSS,1
1629,JtVsAckg ijvRXUoevHs,1
1630,nDRcsBMbEOzaanawgTux,1
1631,FBgiPntuoxYqMiKgKeEd,1
1632,BXZtRNKUAqPQqSKnAwBE,1
1633,hfjokDaksTbnskRjLpeA,1
1634,gUXQybpzUEEOtWv uKfL,1
1635,IeWaPdInkykviaPfsYQI,1
1636,aYtgdNuDDBuWfAMDNapV,1
1637,KevkFRBcPeUyFlIWhhdR,1
1638,OZJBWyUuDIAVLdmJlEHA,1
1639,rbyqIKLXWnYVTVmpcFkl,1
1640,krbwqBhhANPxJlxGW jw,1
1641,lVPSZLLUtpscxFJlSbsj,1
1642,CCXeQNksVVgirCWHDime,1
1643,ymxfPqSweWVNvbSERwFK,1
1644,BTnXfwo YPFKdvPwAaRn,1
1645,FDtiySYlypJmOCtrVLqD,1
1646,qzNBtpbXEDradFRwzzcy,1
1647,pOMjmTVoQMkTgzuowpQn,1
1648,HMbGoMUSVsgkjbejhhwp,1
1649,BGrjgWyTHtMAPXHJyOtZ,1
1650,QmKAvzXbeJVhRlkdvDkg,1
1651,TswKoadjODdmWMCOgCdF,1
1652,SArDBOGCpVLUqbvCfRLb,1
1653,ygkRerEzpTlZhvzirAXd,1
1654,cUyKqgoSMOkiZGAFUtkx,1
1655,oNxaghjGhFyRNEODCFkI,1
1656,kChRHGniPYowCITvhBQU,1
1657,UhumuLeDJbnZiv PATyw,1
1658,WeLWjAwefUTidzHSEVsf,1
1659,YGULaBAPqWSGPpcpUQMV,1
1660,CJmKhlcV PikTrkIUdbD,1
1661,YlNHWVUQcVEGvoKjwIXe,1
1662,m mEuttqrmCZgNgeErLV,1
1663,ITHilddHNCYI srW DjR,1
1664,ZjTMFGUsXidMVHkOAyfE,1
1665,BAmeOLhIxHQzsKvhEsfH,1
1666,W PKOFarDhBnWzoesfkt,1
1667,QVpIcdoNzJHeWx Eljws,1
1668,dJbEuKerrxuONHrSBeXs,1
1669,pLKkAJTvyZknxkUtNIxJ,1
1670,HcUiGQEOVZjwCAuNAtnD,1
1671,sremmkjnGXiKhNrOBIrm,1
1672,UVug NwV JnvgTxPGwAl,1
1673,QIngokTZMeENHGOnqBgq,1
1674,aHoQVoqFyEjOKoIWyotf,1
1675,wpvZzeJxXOXEuPoQaTML,1
1676,HkPmgRYWgTIJgZKCSJaW,1
1677,uwPshJDX bOFpxeEIaNq,1
1678,xMORHegns FkRE C heH,1
1679,xeIsyQXkqKqTfCQdIqru,1
1680,VTmwbNbWfkBSQvoixrTm,1
1681,gKrIIvpqFLuqtuWBIZcS,1
1682,SarnZuHXPTWUdsePfftn,1
1683,AtpCaVMwQQSlSBOAQKur,1
1684,vTxhLdvaT PGZCDTNGhU,1
1685,jrSAMHVJLwZQiavtkiX,1
1686,heoVzsyTMJGk hsJnNYz,1
1687,wevdJjWvaIBfxAyCVcXy,1
